name,city,country,iata,icao,lat,lon,elev,tz,dst,olsontz
El Centro Naval Air Facility,El Centro,United States,NJK,KNJK,32.829201,-115.671997,-42,-8,A,America/Los_Angeles
Bellingham International Airport,Bellingham,United States,BLI,KBLI,48.7928009033203,-122.53800201416,170,-8,A,America/Los_Angeles
Moffett Federal Airfield,Mountain View,United States,NUQ,KNUQ,37.4161,-122.049004,32,-8,A,America/Los_Angeles
Riverside Municipal Airport,Riverside,United States,RAL,KRAL,33.95190048,-117.4449997,819,-8,A,America/Los_Angeles
Stockton Metropolitan Airport,Stockton,United States,SCK,KSCK,37.894199371338,-121.2379989624,33,-8,A,America/Los_Angeles
Reno Tahoe International Airport,Reno,United States,RNO,KRNO,39.4990997314453,-119.767997741699,4415,-8,A,America/Los_Angeles
Vandenberg Air Force Base,Lompoc,United States,VBG,KVBG,34.7373008728,-120.583999634,369,-8,A,America/Los_Angeles
Nellis Air Force Base,Las Vegas,United States,LSV,KLSV,36.2361984253,-115.033996582,1870,-8,A,America/Los_Angeles
March ARB Airport,Riverside,United States,RIV,KRIV,33.880699,-117.259003,1536,-8,A,America/Los_Angeles
Modesto City Co-Harry Sham Field,Modesto,United States,MOD,KMOD,37.62580109,-120.9540024,97,-8,A,America/Los_Angeles
Sacramento International Airport,Sacramento,United States,SMF,KSMF,38.6954002380371,-121.591003417969,27,-8,A,America/Los_Angeles
Snohomish County (Paine Field) Airport,Everett,United States,PAE,KPAE,47.90629959,-122.2819977,606,-8,A,America/Los_Angeles
Palm Springs International Airport,Palm Springs,United States,PSP,KPSP,33.8297004699707,-116.50700378418,477,-8,A,America/Los_Angeles
John Wayne Airport-Orange County Airport,Santa Ana,United States,SNA,KSNA,33.67570114,-117.8679962,56,-8,A,America/Los_Angeles
McCarran International Airport,Las Vegas,United States,LAS,KLAS,36.08010101,-115.1520004,2181,-8,A,America/Los_Angeles
Mc Minnville Municipal Airport,Mackminnville,United States,\N,KMMV,45.19440079,-123.1360016,163,-8,A,America/Los_Angeles
Pullman Moscow Regional Airport,Pullman,United States,PUW,KPUW,46.7439,-117.110001,2556,-8,A,America/Los_Angeles
Lewiston Nez Perce County Airport,Lewiston,United States,LWS,KLWS,46.3745002746582,-117.014999389648,1442,-8,A,America/Los_Angeles
Monterey Peninsula Airport,Monterey,United States,MRY,KMRY,36.5870018005371,-121.843002319336,257,-8,A,America/Los_Angeles
Santa Barbara Municipal Airport,Santa Barbara,United States,SBA,KSBA,34.42620087,-119.8399963,13,-8,A,America/Los_Angeles
Van Nuys Airport,Van Nuys,United States,VNY,KVNY,34.209800720215,-118.48999786377,802,-8,A,America/Los_Angeles
Mc Clellan-Palomar Airport,Carlsbad,United States,CLD,KCRQ,33.12829971,-117.2799988,331,-8,A,America/Los_Angeles
Redding Municipal Airport,Redding,United States,RDD,KRDD,40.50899887,-122.2929993,505,-8,A,America/Los_Angeles
Mahlon Sweet Field,Eugene,United States,EUG,KEUG,44.1245994567871,-123.21199798584,374,-8,A,America/Los_Angeles
Rogue Valley International Medford Airport,Medford,United States,MFR,KMFR,42.3741989135742,-122.873001098633,1335,-8,A,America/Los_Angeles
Roberts Field,Redmond-Bend,United States,RDM,KRDM,44.2541008,-121.1500015,3080,-8,A,America/Los_Angeles
Victoria Harbour Seaplane Base,Victoria,Canada,YWH,CYWH,48.4249858939,-123.388867378,0,-8,A,America/Vancouver
Coal Harbour Seaplane Base,Vancouver,Canada,\N,CAQ3,50.5999984741,-127.583000183,0,-8,A,America/Vancouver
Blythe Airport,Blythe,United States,BLH,KBLH,33.6192016602,-114.717002869,399,-8,A,America/Los_Angeles
Lake Tahoe Airport,South Lake Tahoe,United States,TVL,KTVL,38.8939018249512,-119.995002746582,6264,-8,A,America/Los_Angeles
Bowerman Airport,Hoquiam,United States,HQM,KHQM,46.9711990356,-123.93699646,18,-8,A,America/Los_Angeles
El Toro Marine Corps Air Station,Santa Ana,United States,NZJ,KNZJ,33.6761016845703,-117.731002807617,383,-8,A,America/Los_Angeles
California Redwood Coast-Humboldt County Airport,Arcata CA,United States,ACV,KACV,40.978101,-124.109,221,-8,A,America/Los_Angeles
Whistler/Green Lake Water Aerodrome,Whistler,Canada,YWS,CAE5,50.1436004639,-122.948997498,2100,-8,A,America/Vancouver
Anahim Lake Airport,Anahim Lake,Canada,YAA,CAJ4,52.4524993896484,-125.303001403809,3635,-8,A,America/Vancouver
Texada Gillies Bay Airport,Texada,Canada,YGB,CYGB,49.6941986083984,-124.517997741699,326,-8,A,America/Vancouver
Vancouver Harbour Water Aerodrome,Vancouver,Canada,CXH,CYHC,49.2943992615,-123.111000061,0,-8,A,America/Vancouver
Powell River Airport,Powell River,Canada,YPW,CYPW,49.8342018127441,-124.5,425,-8,A,America/Vancouver
Masset Airport,Masset,Canada,ZMT,CZMT,54.0275001525879,-132.125,25,-8,A,America/Vancouver
Los Alamitos Army Air Field,Solwesi,Zambia,\N,KSLI,33.79000092,-118.052002,32,-8,U,America/Los_Angeles
Walla Walla Regional Airport,Walla Walla,United States,ALW,KALW,46.09489822,-118.288002,1194,-8,A,America/Los_Angeles
Jack Mc Namara Field Airport,Crescent City,United States,CEC,KCEC,41.78020096,-124.2369995,61,-8,A,America/Los_Angeles
William R Fairchild International Airport,Port Angeles,United States,CLM,KCLM,48.1202011108398,-123.5,291,-8,A,America/Los_Angeles
Elko Regional Airport,Elko,United States,EKO,KEKO,40.8249015808106,-115.791999816895,5140,-8,A,America/Los_Angeles
Crater Lake-Klamath Regional Airport,Klamath Falls,United States,LMT,KLMT,42.156101,-121.733002,4095,-8,A,America/Los_Angeles
Southwest Oregon Regional Airport,North Bend,United States,OTH,KOTH,43.4170989990234,-124.246002197266,17,-8,A,America/Los_Angeles
San Luis County Regional Airport,San Luis Obispo,United States,SBP,KSBP,35.2368011475,-120.641998291,212,-8,A,America/Los_Angeles
Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,SMX,KSMX,34.89889908,-120.4570007,261,-8,A,America/Los_Angeles
Yakima Air Terminal McAllister Field,Yakima,United States,YKM,KYKM,46.56819916,-120.5439987,1099,-8,A,America/Los_Angeles
Guerrero Negro Airport,Guerrero Negro,Mexico,GUB,MMGR,28.0261001586914,-114.024002075195,59,-8,S,America/Tijuana
Tri Cities Airport,Pasco,United States,PSC,KPSC,46.2647018432617,-119.119003295898,410,-8,A,America/Los_Angeles
Lopez Island Airport,Lopez,United States,LPS,S31,48.4838981628418,-122.938003540039,209,-8,A,America/Los_Angeles
Bremerton National Airport,Bremerton,United States,PWT,KPWT,47.490200042725,-122.76499938965,444,-8,A,America/Los_Angeles
Berkley Structures Heliport,Pagerungan,Indonesia,\N,WA19,47.682043,-122.148456,50,-8,N,America/Los_Angeles
Fullerton Municipal Airport,Fullerton,United States,FUL,KFUL,33.8720016479,-117.980003357,96,-8,A,America/Los_Angeles
Bella Coola Airport,Bella Coola,Canada,QBC,CYBD,52.387501,-126.596001,117,-8,A,America/Vancouver
Oceanside Municipal Airport,Fraser Island,Australia,OCN,KOKB,33.217300415039,-117.35399627686,28,-8,O,America/Los_Angeles
North Las Vegas Airport,Las Vegas,United States,VGT,KVGT,36.21070098877,-115.19400024414,2205,-8,U,America/Los_Angeles
Eastern Oregon Regional At Pendleton Airport,Pendleton,United States,PDT,KPDT,45.695098877,-118.841003418,1497,-8,A,America/Los_Angeles
Pangborn Memorial Airport,Wenatchee,United States,EAT,KEAT,47.3988990784,-120.207000732,1249,-8,A,America/Los_Angeles
Oxnard Airport,Oxnard,United States,OXR,KOXR,34.200801849365,-119.20700073242,45,-8,A,America/Los_Angeles
Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,STS,KSTS,38.50899887,-122.8130035,128,-8,A,America/Los_Angeles
Prince Rupert/Seal Cove Seaplane Base,Prince Rupert,Canada,ZSW,CZSW,54.3333015441895,-130.283004760742,0,-8,A,America/Vancouver
Catalina Airport,Catalina Island,United States,AVX,KAVX,33.4049,-118.416,1602,-8,A,America/Los_Angeles
Mojave Airport,Mojave,United States,MHV,KMHV,35.05939865,-118.1520004,2801,-8,A,America/Los_Angeles
Zamperini Field,Torrance,United States,TOA,KTOA,33.803398132324,-118.33999633789,103,-8,A,America/Los_Angeles
Ely Airport Yelland Field,Ely,United States,ELY,KELY,39.29970169,-114.8420029,6259,-8,A,America/Los_Angeles
Mammoth Yosemite Airport,Mammoth Lakes,United States,MMH,KMMH,37.62409973,-118.8379974,7135,-8,A,America/Los_Angeles
Friday Harbor Airport,Friday Harbor,United States,FRD,KFHR,48.5219993591,-123.024002075,113,-8,A,America/Los_Angeles
Orcas Island Airport,Eastsound,United States,ESD,KORS,48.7081985474,-122.910003662,31,-8,A,America/Los_Angeles
Astoria Regional Airport,Astoria,United States,AST,KAST,46.158000946,-123.878997803,15,-8,A,America/Los_Angeles
Newport Municipal Airport,Newport,United States,ONP,KONP,44.580399,-124.057999,160,-8,A,America/Los_Angeles
Inyokern Airport,Inyokern,United States,IYK,KIYK,35.65879822,-117.8300018,2457,-8,A,America/Los_Angeles
Visalia Municipal Airport,Visalia,United States,VIS,KVIS,36.3186988831,-119.392997742,295,-8,A,America/Los_Angeles
Merced Regional Macready Field,Merced,United States,MCE,KMCE,37.28469849,-120.5139999,155,-8,A,America/Los_Angeles
Nanaimo Harbour Water Airport,Nanaimo,Canada,ZNA,CAC8,49.1833000183,-123.949996948,0,-8,A,America/Vancouver
Ganges Seaplane Base,Ganges,Canada,YGG,CAX6,48.8545,-123.4969,0,-8,A,America/Vancouver
Fort St James Airport,Fort St. James,Canada,\N,CYJM,54.3972015380859,-124.263000488281,2364,-8,A,America/Vancouver
Boundary Bay Airport,Boundary Bay,Canada,YDT,CZBB,49.0742,-123.012001,6,-8,A,America/Vancouver
Langley Airport,Langley Township,Canada,YLY,CYNJ,49.1007995605,-122.630996704,34,-8,A,America/Vancouver
Denny Island Airport,Bella Bella,Canada,\N,CYJQ,52.137937,-128.059748,162,-8,A,America/Vancouver
Livermore Municipal Airport,Livermore,United States,LVK,KLVK,37.6934013367,-121.819999695,400,-8,A,America/Los_Angeles
Mariposa Yosemite Airport,Mariposa,United States,RMY,KMPI,37.5108985901,-120.040000916,2254,-8,A,America/Los_Angeles
Jacqueline Cochran Regional Airport,Palm Springs,United States,TRM,KTRM,33.62670135498,-116.16000366211,-115,-8,A,America/Los_Angeles
Santa Monica Municipal Airport,Santa Monica,United States,SMO,KSMO,34.0158004761,-118.450996399,177,-8,A,America/Los_Angeles
Bermuda Dunes Airport,Palm Springs,United States,UDD,KUDD,33.748401641846,-116.27500152588,73,-8,A,America/Los_Angeles
Olympia Regional Airport,Olympia,United States,OLM,KOLM,46.9693985,-122.9029999,209,-8,A,America/Los_Angeles
Yolo County Davis Woodland Winters Airport,Davis-Woodland-Winters,United States,\N,KDWA,38.57910156,-121.8570023,100,-8,A,America/Los_Angeles
Napa County Airport,Napa,United States,APC,KAPC,38.2132,-122.280998,35,-8,A,America/Los_Angeles
Brown Field Municipal Airport,San Diego,United States,SDM,KSDM,32.572299957275,-116.98000335693,526,-8,A,America/Los_Angeles
San Bernardino International Airport,San Bernardino,United States,SBD,KSBD,34.0954017639,-117.23500061,1159,-8,A,America/Los_Angeles
San Carlos Airport,San Carlos,United States,SQL,KSQL,37.511901855469,-122.25,5,-8,A,America/Los_Angeles
Gillespie Field,El Cajon,United States,SEE,KSEE,32.826198577881,-116.97200012207,388,-8,A,America/Los_Angeles
San Clemente Island Naval Auxiliary Landing Field,San Clemente Island,United States,\N,KNUC,33.02270126,-118.5879974,184,-8,A,America/Los_Angeles
Truckee Tahoe Airport,Truckee,United States,TKF,KTRK,39.3199996948,-120.13999939,5900,-8,A,America/Los_Angeles
French Valley Airport,Murrieta-Temecula,United States,RBK,KF70,33.5741996765,-117.127998352,1350,-8,A,America/Los_Angeles
Salem Municipal Airport/McNary Field,Salem,United States,SLE,KSLE,44.90950012,-123.0029984,214,-8,A,America/Los_Angeles
Yuba County Airport,Yuba City,United States,MYV,KMYV,39.09780121,-121.5699997,64,-8,A,America/Los_Angeles
Buchanan Field,Concord,United States,CCR,KCCR,37.9897003174,-122.056999207,26,-8,A,America/Los_Angeles
Southwest Washington Regional Airport,Kelso,United States,KLS,KKLS,46.1180000305,-122.898002625,20,-8,A,America/Los_Angeles
Mackenzie Airport,Mackenzie British Columbia,Canada,\N,CYZY,55.304402,-123.132004,2264,-8,A,America/Vancouver
Henderson Executive Airport,Henderson,United States,HSH,KHND,35.9728012085,-115.134002686,2492,-8,A,America/Los_Angeles
Revelstoke Airport,Revelstoke,Canada,YRV,CYRV,50.9667015076,-118.182998657,1459,-8,A,America/Vancouver
Portland Troutdale Airport,Troutdale,United States,TTD,KTTD,45.54940032959,-122.40100097656,39,-8,A,America/Los_Angeles
Portland Hillsboro Airport,Hillsboro,United States,HIO,KHIO,45.540401,-122.949997,208,-8,A,America/Los_Angeles
Bend Municipal Airport,Bend,United States,\N,KBDN,44.09479904,-121.2009964,3460,-8,A,America/Los_Angeles
Christmas Valley Airport,Christmas Valley,United States,\N,K62S,43.236499786377,-120.666000366211,4317,-8,A,America/Los_Angeles
Burns Municipal Airport,Burns,United States,BNO,KBNO,43.5918998718,-118.955001831,4148,-8,A,America/Los_Angeles
Prineville Airport,Prineville,United States,PRZ,KS39,44.286998748779,-120.90399932861,3250,-8,A,America/Los_Angeles
Red Bluff Municipal Airport,Red Bluff,United States,RBL,KRBL,40.1506996155,-122.251998901,352,-8,A,America/Los_Angeles
Marin County Airport - Gnoss Field,Novato,United States,NOT,KDVO,38.143600463867,-122.55599975586,2,-8,A,America/Los_Angeles
Lake County Airport,Lakeview,United States,LKV,KLKV,42.1610984802,-120.399002075,4733,-8,A,America/Los_Angeles
Tillamook Airport,Tillamook,United States,OTK,KTMK,45.4182014465,-123.814002991,36,-8,A,America/Los_Angeles
Columbia Gorge Regional the Dalles Municipal Airport,The Dalles,United States,DLS,KDLS,45.6184997559,-121.166999817,247,-8,A,America/Los_Angeles
Silver Springs Airport,Silver Springs,United States,\N,KSPZ,39.4029998779297,-119.250999450684,4269,-8,A,America/Los_Angeles
Whiteman Airport,Los Angeles,United States,WHP,KWHP,34.2593002319,-118.413002014,1003,-8,A,America/Los_Angeles
Madera Municipal Airport,Madera,United States,MAE,KMAE,36.9886016846,-120.111999512,255,-8,A,America/Los_Angeles
Trail Airport,Trail,Canada,YZZ,CAD4,49.0555992126,-117.60900116,1427,-8,A,America/Vancouver
Victoria Airport,Patricia Bay,Canada,\N,CAP5,48.6538920506,-123.450450897,0,-8,A,America/Vancouver
One Hundred Mile House Airport,One Hundred Mile House,Canada,\N,CAV3,51.6425018310547,-121.306999206543,3055,-8,A,America/Vancouver
South Cariboo Region / 108 Mile Airport,108 Mile Ranch,Canada,ZMH,CZML,51.7360992432,-121.333000183,3126,-8,A,America/Vancouver
Redlands Municipal Airport,Redlands,United States,\N,KREI,34.0853004455566,-117.146003723145,1571,-8,A,America/Los_Angeles
Flabob Airport,Riverside,United States,\N,KRIR,33.9897003173828,-117.411003112793,764,-8,A,America/Los_Angeles
Tacoma Narrows Airport,Tacoma,United States,TIW,KTIW,47.26789856,-122.5780029,294,-8,A,America/Los_Angeles
Bob Quinn Lake Airport,Bob Quinn Lake,Canada,YBO,CBW4,56.9667015076,-130.25,2000,-8,U,America/Vancouver
Ramona Airport,Ramona,United States,\N,KRNM,33.0392,-116.915001,1395,-8,A,America/Los_Angeles
Lompoc Airport,Lompoc,United States,LPC,KLPC,34.665599823,-120.468002319,88,-8,A,America/Los_Angeles
Renton Municipal Airport,Renton,United States,RNT,KRNT,47.4930992126,-122.216003418,32,-8,A,America/Los_Angeles
Brackett Field,La Verne,United States,POC,KPOC,34.091598510742,-117.78199768066,1011,-8,A,America/Los_Angeles
Palo Alto Airport of Santa Clara County,Palo Alto,United States,PAO,KPAO,37.461101532,-122.114997864,4,-8,A,America/Los_Angeles
Longview Ranch Airport,Longview,United States,\N,OG39,44.6617012023926,-119.652000427246,2080,-8,A,America/Los_Angeles
Hayward Executive Airport,Hayward,United States,HWD,KHWD,37.659198761,-122.122001648,52,-8,A,America/Los_Angeles
Alameda Naval Air Station,Alameda,United States,NGZ,KNGZ,37.7888984680176,-122.319999694824,10,-8,U,America/Los_Angeles
Rancho San Simeon Airport,Cambria,United States,\N,66CA,35.6077003479004,-121.110000610352,320,-8,A,America/Los_Angeles
Lincoln Regional Karl Harder Field,Lincoln,United States,\N,KLHM,38.9091987609863,-121.350997924805,121,-8,A,America/Los_Angeles
Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,United States,COE,KCOE,47.77429962,-116.8199997,2320,-8,A,America/Los_Angeles
Enumclaw Airport,Enumclaw,United States,\N,WA77,47.1957015991211,-122.022003173828,738,-8,A,America/Los_Angeles
Prosser Airport,Prosser,United States,\N,KS40,46.21340179,-119.7910004,697,-8,A,America/Los_Angeles
Chehalis Centralia Airport,Chehalis,United States,CLS,KCLS,46.6769981384,-122.983001709,176,-8,A,America/Los_Angeles
Desert Aire Regional Airport,Mattawa,United States,\N,KM94,46.687401,-119.920998,586,-8,A,America/Los_Angeles
Corvallis Municipal Airport,Corvallis,United States,CVO,KCVO,44.49720001,-123.2900009,250,-8,A,America/Los_Angeles
Sanderson Field,Shelton,United States,SHN,KSHN,47.233600616455,-123.14800262451,273,-8,A,America/Los_Angeles
Bedwell Harbour Seaplane Base,Bedwell Harbour,Canada,YBW,CAB3,48.75,-123.233001709,0,-8,A,America/Vancouver
