name,city,country,iata,icao,lat,lon,elev,tz,dst,olsontz
Fort Yukon,Fort Yukon,United States,FYU,PFYU,66.571492,-145.250417,433,-9,A,America/Anchorage
Sparrevohn Lrrs,Sparrevohn,United States,SVW,PASV,61.097369,-155.574228,1583,-9,A,America/Anchorage
Bryant Ahp,Fort Richardson,United States,FRN,PAFR,61.266381,-149.653119,378,-9,A,America/Anchorage
Tatalina Lrrs,Tatalina,United States,TLJ,PATL,62.894369,-155.976525,964,-9,A,America/Anchorage
Cape Romanzof Lrrs,Cape Romanzof,United States,CZF,PACZ,61.780297,-166.038747,457,-9,A,America/Anchorage
Laurence G Hanscom Fld,Bedford,United States,BED,KBED,42.469953,-71.289031,133,-5,A,America/New_York
St Paul Island,St. Paul Island,United States,SNP,PASN,57.167333,-170.220444,63,-9,A,America/Anchorage
Cape Newenham Lrrs,Cape Newenham,United States,EHM,PAEH,58.646428,-162.062778,541,-9,A,America/Anchorage
St George,Point Barrow,United States,PBV,PAPB,56.578344,-169.661611,125,-9,A,America/Anchorage
Iliamna,Iliamna,United States,ILI,PAIL,59.754356,-154.910961,186,-9,A,America/Anchorage
Platinum,Port Moller,United States,PTU,PAPM,59.011356,-161.819664,15,-9,A,America/Anchorage
Big Mountain Afs,Big Mountain,United States,BMX,PABM,59.361247,-155.258822,663,-9,A,America/Anchorage
Oscoda Wurtsmith,Oscoda,United States,OSC,KOSC,44.451558,-83.394053,634,-5,A,America/New_York
Marina Muni,Fort Ord,United States,OAR,KOAR,36.681878,-121.762347,134,-8,A,America/Los_Angeles
Sacramento Mather,Sacramento,United States,MHR,KMHR,38.553897,-121.297592,96,-8,A,America/Los_Angeles
Bicycle Lake Aaf,Fort Irwin,United States,BYS,KBYS,35.280531,-116.630031,2350,-8,A,America/Los_Angeles
Twentynine Palms Eaf,Twenty Nine Palms,United States,NXP,KNXP,34.296161,-116.162203,2051,-8,A,America/Los_Angeles
Fort Smith Rgnl,Fort Smith,United States,FSM,KFSM,35.336583,-94.367444,469,-6,A,America/Chicago
Merrill Fld,Anchorage,United States,MRI,PAMR,61.213544,-149.844447,137,-9,A,America/Anchorage
Grants Milan Muni,Grants,United States,GNT,KGNT,35.167286,-107.901989,6537,-7,A,America/Denver
Ponca City Rgnl,Ponca City,United States,PNC,KPNC,36.731958,-97.099781,1007,-6,A,America/Chicago
Hunter Aaf,Hunter Aaf,United States,SVN,KSVN,32.01,-81.145683,42,-5,A,America/New_York
Grand Forks Intl,Grand Forks,United States,GFK,KGFK,47.949256,-97.176111,845,-6,A,America/Chicago
Grider Fld,Pine Bluff,United States,PBF,KPBF,34.173142,-91.935597,206,-6,A,America/Chicago
Whiting Fld Nas North,Milton,United States,NSE,KNSE,30.724167,-87.021944,199,-6,A,America/Chicago
Hana,Hana,United States,HNM,PHHN,20.795636,-156.014439,78,-10,A,Pacific/Honolulu
Ernest A Love Fld,Prescott,United States,PRC,KPRC,34.654472,-112.419583,5045,-7,A,America/Phoenix
Trenton Mercer,Trenton,United States,TTN,KTTN,40.276692,-74.813469,213,-5,A,America/New_York
General Edward Lawrence Logan Intl,Boston,United States,BOS,KBOS,42.364347,-71.005181,19,-5,A,America/New_York
Travis Afb,Fairfield,United States,SUU,KSUU,38.262692,-121.927464,62,-8,A,America/Los_Angeles
Griffiss Afld,Rome,United States,RME,KRME,43.2338,-75.407033,504,-5,A,America/New_York
Wendover,Wendover,United States,ENV,KENV,40.718694,-114.030889,4237,-7,A,America/Denver
Mobile Downtown,Mobile,United States,BFM,KBFM,30.626783,-88.068092,26,-6,A,America/Chicago
Metropolitan Oakland Intl,Oakland,United States,OAK,KOAK,37.721278,-122.220722,9,-8,A,America/Los_Angeles
Eppley Afld,Omaha,United States,OMA,KOMA,41.303167,-95.894069,984,-6,A,America/Chicago
Port Angeles Cgas,Port Angeles,United States,NOW,KNOW,48.141481,-123.414075,13,-8,A,America/Los_Angeles
Kahului,Kahului,United States,OGG,PHOG,20.89865,-156.430458,54,-10,N,Pacific/Honolulu
Wichita Mid Continent,Wichita,United States,ICT,KICT,37.649944,-97.433056,1333,-6,A,America/Chicago
Kansas City Intl,Kansas City,United States,MCI,KMCI,39.297606,-94.713905,1026,-6,A,America/Chicago
Dane Co Rgnl Truax Fld,Madison,United States,MSN,KMSN,43.139858,-89.337514,887,-6,A,America/Chicago
Dillingham,Dillingham,United States,DLG,PADL,59.044667,-158.5055,74,-9,A,America/Anchorage
Boone Co,Harrison,United States,HRO,KHRO,36.261519,-93.154728,1365,-6,A,America/Chicago
Phoenix Sky Harbor Intl,Phoenix,United States,PHX,KPHX,33.434278,-112.011583,1135,-7,N,America/Phoenix
Bangor Intl,Bangor,United States,BGR,KBGR,44.807444,-68.828139,192,-5,A,America/New_York
Fort Lauderdale Executive,Fort Lauderdale,United States,FXE,KFXE,26.197281,-80.170706,13,-5,A,America/New_York
East Texas Rgnl,Longview,United States,GGG,KGGG,32.384014,-94.711486,365,-6,A,America/Chicago
Anderson Rgnl,Andersen,United States,AND,KAND,34.494583,-82.709389,782,-5,A,America/New_York
Spokane Intl,Spokane,United States,GEG,KGEG,47.619861,-117.533833,2376,-8,A,America/Los_Angeles
North Perry,Hollywood,United States,HWO,KHWO,26.001222,-80.240722,8,-5,A,America/New_York
San Francisco Intl,San Francisco,United States,SFO,KSFO,37.618972,-122.374889,13,-8,A,America/Los_Angeles
Cut Bank Muni,Cutbank,United States,CTB,KCTB,48.608353,-112.376144,3854,-7,A,America/Denver
Acadiana Rgnl,Louisiana,United States,ARA,KARA,30.037758,-91.883896,24,-6,A,America/Chicago
Gainesville Rgnl,Gainesville,United States,GNV,KGNV,29.690056,-82.271778,152,-5,A,America/New_York
Memphis Intl,Memphis,United States,MEM,KMEM,35.042417,-89.976667,341,-6,A,America/Chicago
Bisbee Douglas Intl,Douglas,United States,DUG,KDUG,31.469028,-109.603667,4154,-7,A,America/Phoenix
Allen Aaf,Delta Junction,United States,BIG,PABI,63.994547,-145.721642,1291,-9,A,America/Anchorage
Tstc Waco,Waco,United States,CNW,KCNW,31.637831,-97.074139,470,-6,A,America/Chicago
Annette Island,Annette Island,United States,ANN,PANT,55.042436,-131.572233,119,-9,A,America/Anchorage
Caribou Muni,Caribou,United States,CAR,KCAR,46.8715,-68.017917,626,-5,A,America/New_York
Little Rock Afb,Jacksonville,United States,LRF,KLRF,34.916944,-92.149722,311,-6,A,America/Chicago
Redstone Aaf,Redstone,United States,HUA,KHUA,34.678653,-86.684781,685,-6,A,America/Chicago
Pope Field,Fort Bragg,United States,POB,KPOB,35.170883,-79.014472,217,-5,A,America/New_York
Dalhart Muni,Dalhart,United States,DHT,KDHT,36.022586,-102.547278,3991,-6,A,America/Chicago
Laughlin Afb,Del Rio,United States,DLF,KDLF,29.359486,-100.777975,1082,-6,A,America/Chicago
Los Angeles Intl,Los Angeles,United States,LAX,KLAX,33.942536,-118.408075,126,-8,A,America/Los_Angeles
Anniston Metro,Anniston,United States,ANB,KANB,33.588167,-85.858111,612,-6,A,America/Chicago
Cleveland Hopkins Intl,Cleveland,United States,CLE,KCLE,41.411689,-81.849794,791,-5,A,America/New_York
Dover Afb,Dover,United States,DOV,KDOV,39.129539,-75.465958,28,-5,A,America/New_York
Cincinnati Northern Kentucky Intl,Cincinnati,United States,CVG,KCVG,39.048836,-84.667822,896,-5,A,America/New_York
Tipton,Fort Meade,United States,FME,KFME,39.085386,-76.759414,150,-5,A,America/New_York
China Lake Naws,China,United States,NID,KNID,35.685422,-117.692039,2283,-8,A,America/Los_Angeles
Huron Rgnl,Huron,United States,HON,KHON,44.3852,-98.228542,1289,-6,A,America/Chicago
Juneau Intl,Juneau,United States,JNU,PAJN,58.354972,-134.576278,21,-9,A,America/Anchorage
Lafayette Rgnl,Lafayette,United States,LFT,KLFT,30.205278,-91.987611,43,-6,A,America/Chicago
Newark Liberty Intl,Newark,United States,EWR,KEWR,40.6925,-74.168667,18,-5,A,America/New_York
Boise Air Terminal,Boise,United States,BOI,KBOI,43.564361,-116.222861,2871,-7,A,America/Denver
Creech Afb,Indian Springs,United States,INS,KINS,36.587183,-115.673353,3133,-8,A,America/Los_Angeles
Garden City Rgnl,Garden City,United States,GCK,KGCK,37.927528,-100.724417,2891,-6,A,America/Chicago
Minot Intl,Minot,United States,MOT,KMOT,48.259378,-101.280333,1716,-6,A,America/Chicago
Wheeler Aaf,Wahiawa,United States,HHI,PHHI,21.4835,-158.039667,837,-10,A,Pacific/Honolulu
Maxwell Afb,Montgomery,United States,MXF,KMXF,32.382944,-86.365778,171,-6,A,America/Chicago
Robinson Aaf,Robinson,United States,RBM,KRBM,34.850089,-92.300153,587,-6,A,America/Chicago
Dallas Love Fld,Dallas,United States,DAL,KDAL,32.847111,-96.851778,487,-6,A,America/Chicago
Butts Aaf,Fort Carson,United States,FCS,KFCS,38.678394,-104.756581,5838,-7,A,America/Denver
Helena Rgnl,Helena,United States,HLN,KHLN,46.606806,-111.98275,3877,-7,A,America/Denver
Miramar Mcas,Miramar,United States,NKX,KNKX,32.867694,-117.14175,478,-8,A,America/Los_Angeles
Luke Afb,Phoenix,United States,LUF,KLUF,33.535,-112.38306,1085,-7,A,America/Phoenix
Hurlburt Fld,Mary Esther,United States,HRT,KHRT,30.427803,-86.689278,38,-6,A,America/Chicago
Jack Northrop Fld Hawthorne Muni,Hawthorne,United States,HHR,KHHR,33.922839,-118.335186,66,-8,A,America/Los_Angeles
Houlton Intl,Houlton,United States,HUL,KHUL,46.123083,-67.792056,489,-5,A,America/New_York
Vance Afb,Enid,United States,END,KEND,36.339167,-97.9165,1307,-6,A,America/Chicago
Point Mugu Nas,Point Mugu,United States,NTD,KNTD,34.120285,-119.12094,13,-8,A,America/Los_Angeles
Edwards Afb,Edwards Afb,United States,EDW,KEDW,34.905417,-117.883739,2302,-8,A,America/Los_Angeles
Lake Charles Rgnl,Lake Charles,United States,LCH,KLCH,30.126112,-93.223335,15,-6,A,America/Chicago
Kona Intl At Keahole,Kona,United States,KOA,PHKO,19.738767,-156.045631,47,-10,N,Pacific/Honolulu
Myrtle Beach Intl,Myrtle Beach,United States,MYR,KMYR,33.67975,-78.928333,25,-5,A,America/New_York
Lemoore Nas,Lemoore,United States,NLC,KNLC,36.333012,-119.95208,234,-8,A,America/Los_Angeles
Nantucket Mem,Nantucket,United States,ACK,KACK,41.253053,-70.060181,48,-5,A,America/New_York
Felker Aaf,Fort Eustis,United States,FAF,KFAF,37.1325,-76.608841,12,-5,A,America/New_York
Campbell Aaf,Hopkinsville,United States,HOP,KHOP,36.668567,-87.496183,573,-6,A,America/Chicago
Ronald Reagan Washington Natl,Washington,United States,DCA,KDCA,38.852083,-77.037722,15,-5,A,America/New_York
Patuxent River Nas,Patuxent River,United States,NHK,KNHK,38.285981,-76.411781,39,-5,A,America/New_York
Palacios Muni,Palacios,United States,PSX,KPSX,28.727508,-96.250958,14,-6,A,America/Chicago
Arkansas Intl,Blytheville,United States,BYH,KBYH,35.964347,-89.943956,254,-6,A,America/Chicago
Atlantic City Intl,Atlantic City,United States,ACY,KACY,39.457583,-74.577167,75,-5,A,America/New_York
Tinker Afb,Oklahoma City,United States,TIK,KTIK,35.414739,-97.386633,1291,-6,A,America/Chicago
Elizabeth City Cgas Rgnl,Elizabeth City,United States,ECG,KECG,36.260581,-76.174572,12,-5,A,America/New_York
Pueblo Memorial,Pueblo,United States,PUB,KPUB,38.289085,-104.496572,4726,-7,A,America/Denver
Northern Maine Rgnl At Presque Isle,Presque Isle,United States,PQI,KPQI,46.688958,-68.044797,534,-5,A,America/New_York
Kirtland Air Force Base,Kirtland A.f.b.,United States,IKR,KIKR,35.040222,-106.609194,5355,-7,A,America/Denver
Gray Aaf,Fort Lewis,United States,GRF,KGRF,47.079217,-122.580783,302,-8,A,America/Los_Angeles
Kodiak,Kodiak,United States,ADQ,PADQ,57.749967,-152.493856,78,-9,A,America/Anchorage
Upolu,Opolu,United States,UPP,PHUP,20.265256,-155.859989,96,-10,A,Pacific/Honolulu
Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,FLL,KFLL,26.072583,-80.15275,9,-5,A,America/New_York
Davis Fld,Muskogee,United States,MKO,KMKO,35.656489,-95.366656,612,-6,A,America/Chicago
Falls Intl,International Falls,United States,INL,KINL,48.566186,-93.403067,1185,-6,A,America/Chicago
Salt Lake City Intl,Salt Lake City,United States,SLC,KSLC,40.788389,-111.977772,4227,-7,A,America/Denver
Childress Muni,Childress,United States,CDS,KCDS,34.433781,-100.287992,1954,-6,A,America/Chicago
Keesler Afb,Biloxi,United States,BIX,KBIX,30.410425,-88.924433,33,-6,A,America/Chicago
Lawson Aaf,Fort Benning,United States,LSF,KLSF,32.337322,-84.991283,232,-5,A,America/New_York
Kingsville Nas,Kingsville,United States,NQI,KNQI,27.507223,-97.809723,50,-6,A,America/Chicago
Marshall Aaf,Fort Riley,United States,FRI,KFRI,39.055275,-96.764453,1063,-6,A,America/Chicago
Harrisburg Intl,Harrisburg,United States,MDT,KMDT,40.193494,-76.763403,310,-5,A,America/New_York
Lincoln,Lincoln,United States,LNK,KLNK,40.850971,-96.75925,1219,-6,A,America/Chicago
Capital City,Lansing,United States,LAN,KLAN,42.7787,-84.587357,861,-5,A,America/New_York
Waimea Kohala,Kamuela,United States,MUE,PHMU,20.001328,-155.668108,2671,-10,A,Pacific/Honolulu
Massena Intl Richards Fld,Massena,United States,MSS,KMSS,44.935833,-74.845547,215,-5,A,America/New_York
Hickory Rgnl,Hickory,United States,HKY,KHKY,35.741147,-81.38955,1189,-5,A,America/New_York
Albert Whitted,St. Petersburg,United States,SPG,KSPG,27.765111,-82.626972,7,-5,A,America/New_York
Page Fld,Fort Myers,United States,FMY,KFMY,26.586611,-81.86325,17,-5,A,America/New_York
George Bush Intercontinental,Houston,United States,IAH,KIAH,29.984433,-95.341442,97,-6,A,America/Chicago
Millinocket Muni,Millinocket,United States,MLT,KMLT,45.647836,-68.685561,408,-5,A,America/New_York
Andrews Afb,Camp Springs,United States,ADW,KADW,38.810806,-76.867028,280,-5,A,America/New_York
Smith Reynolds,Winston-salem,United States,INT,KINT,36.133722,-80.222,969,-5,A,America/New_York
Southern California Logistics,Victorville,United States,VCV,KVCV,34.597453,-117.382997,2885,-8,A,America/Los_Angeles
Bob Sikes,Crestview,United States,CEW,KCEW,30.778833,-86.522111,213,-6,A,America/Chicago
Wheeler Sack Aaf,Fort Drum,United States,GTB,KGTB,44.055619,-75.719458,690,-5,A,America/New_York
St Clair Co Intl,Port Huron,United States,PHN,KPHN,42.910957,-82.528862,650,-5,A,America/New_York
Meadows Fld,Bakersfield,United States,BFL,KBFL,35.433598,-119.05677,507,-8,A,America/Los_Angeles
El Paso Intl,El Paso,United States,ELP,KELP,31.80725,-106.377583,3958,-7,A,America/Denver
Valley Intl,Harlingen,United States,HRL,KHRL,26.2285,-97.654389,36,-6,A,America/Chicago
Columbia Metropolitan,Columbia,United States,CAE,KCAE,33.938833,-81.119528,236,-5,A,America/New_York
Davis Monthan Afb,Tucson,United States,DMA,KDMA,32.166467,-110.883144,2704,-7,A,America/Phoenix
Pensacola Nas,Pensacola,United States,NPA,KNPA,30.352656,-87.318647,28,-6,A,America/Chicago
Pensacola Rgnl,Pensacola,United States,PNS,KPNS,30.473425,-87.186611,121,-6,A,America/Chicago
Grand Forks Afb,Red River,United States,RDR,KRDR,47.961098,-97.401194,913,-6,A,America/Chicago
William P Hobby,Houston,United States,HOU,KHOU,29.645419,-95.278889,46,-6,A,America/Chicago
Buckley Afb,Buckley,United States,BKF,KBKF,39.701668,-104.75166,5662,-7,A,America/Denver
Northway,Northway,United States,ORT,PAOR,62.961334,-141.929136,1716,-9,A,America/Anchorage
Palmer Muni,Palmer,United States,PAQ,PAAQ,61.594914,-149.088711,242,-9,A,America/Anchorage
Pittsburgh Intl,Pittsburgh,United States,PIT,KPIT,40.491467,-80.232872,1204,-5,A,America/New_York
Wiley Post Will Rogers Mem,Barrow,United States,BRW,PABR,71.285446,-156.766003,44,-9,A,America/Anchorage
Ellington Fld,Houston,United States,EFD,KEFD,29.607333,-95.15875,32,-6,A,America/Chicago
Whidbey Island Nas,Whidbey Island,United States,NUW,KNUW,48.351803,-122.655906,47,-8,A,America/Los_Angeles
Alice Intl,Alice,United States,ALI,KALI,27.740889,-98.026944,178,-6,A,America/Chicago
Moody Afb,Valdosta,United States,VAD,KVAD,30.967833,-83.193,233,-5,A,America/New_York
Miami Intl,Miami,United States,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
Seattle Tacoma Intl,Seattle,United States,SEA,KSEA,47.449,-122.309306,433,-8,A,America/Los_Angeles
Lovell Fld,Chattanooga,United States,CHA,KCHA,35.035278,-85.203808,683,-5,A,America/New_York
Igor I Sikorsky Mem,Stratford,United States,BDR,KBDR,41.163472,-73.126167,9,-5,A,America/New_York
Jackson Evers Intl,Jackson,United States,JAN,KJAN,32.311167,-90.075889,346,-6,A,America/Chicago
Scholes Intl At Galveston,Galveston,United States,GLS,KGLS,29.265322,-94.860406,6,-6,A,America/Chicago
Long Beach,Long Beach,United States,LGB,KLGB,33.817722,-118.151611,60,-8,A,America/Los_Angeles
Dillingham,Dillingham,United States,HDH,PHDH,21.579475,-158.197281,14,-10,A,Pacific/Honolulu
Williamsport Rgnl,Williamsport,United States,IPT,KIPT,41.241836,-76.921094,529,-5,A,America/New_York
Indianapolis Intl,Indianapolis,United States,IND,KIND,39.717331,-86.294383,797,-5,A,America/New_York
Whiteman Afb,Knobnoster,United States,SZL,KSZL,38.730306,-93.547864,870,-6,A,America/Chicago
Akron Fulton Intl,Akron,United States,AKC,KAKR,41.0375,-81.466917,1067,-5,A,America/New_York
Greenwood Leflore,Greenwood,United States,GWO,KGWO,33.494328,-90.084706,162,-6,A,America/Chicago
Westchester Co,White Plains,United States,HPN,KHPN,41.066959,-73.707575,439,-5,A,America/New_York
Francis S Gabreski,West Hampton Beach,United States,FOK,KFOK,40.843656,-72.631789,67,-5,A,America/New_York
Jonesboro Muni,Jonesboro,United States,JBR,KJBR,35.831708,-90.646417,262,-6,A,America/Chicago
Tonopah Test Range,Tonopah,United States,TNX,KTNX,37.798836,-116.78075,5549,-8,A,America/Los_Angeles
Palm Beach Co Park,West Palm Beach,United States,LNA,KLNA,26.593,-80.085056,14,-5,A,America/New_York
North Island Nas,San Diego,United States,NZY,KNZY,32.699219,-117.21531,26,-8,A,America/Los_Angeles
Biggs Aaf,El Paso,United States,BIF,KBIF,31.849528,-106.380039,3948,-7,A,America/Denver
Yuma Mcas Yuma Intl,Yuma,United States,YUM,KYUM,32.656578,-114.60598,216,-7,N,America/Phoenix
Cavern City Air Terminal,Carlsbad,United States,CNM,KCNM,32.337472,-104.263278,3295,-7,A,America/Denver
Duluth Intl,Duluth,United States,DLH,KDLH,46.842091,-92.193649,1428,-6,A,America/Chicago
Bethel,Bethel,United States,BET,PABE,60.779778,-161.838,121,-9,A,America/Anchorage
Bowman Fld,Louisville,United States,LOU,KLOU,38.228,-85.663722,546,-5,A,America/New_York
Sierra Vista Muni Libby Aaf,Fort Huachuca,United States,FHU,KFHU,31.588472,-110.344389,4719,-7,A,America/Phoenix
Lihue,Lihue,United States,LIH,PHLI,21.975983,-159.338958,153,-10,N,Pacific/Honolulu
Terre Haute Intl Hulman Fld,Terre Haute,United States,HUF,KHUF,39.451464,-87.307561,589,-5,A,America/New_York
Havre City Co,Havre,United States,HVR,KHVR,48.542983,-109.762342,2590,-7,A,America/Denver
Grant Co Intl,Grant County Airport,United States,MWH,KMWH,47.207708,-119.32019,1185,-8,A,America/Los_Angeles
Edward F Knapp State,Montpelier,United States,MPV,KMPV,44.203503,-72.562328,1165,-5,A,America/New_York
San Nicolas Island Nolf,San Nicolas Island,United States,,KNSI,33.239765,-119.45816,506,-8,A,America/Los_Angeles
Richmond Intl,Richmond,United States,RIC,KRIC,37.505167,-77.319667,167,-5,A,America/New_York
Shreveport Rgnl,Shreveport,United States,SHV,KSHV,32.446629,-93.8256,258,-6,A,America/Chicago
Merle K Mudhole Smith,Cordova,United States,CDV,PACV,60.491778,-145.477556,48,-9,A,America/Anchorage
Norfolk Intl,Norfolk,United States,ORF,KORF,36.894611,-76.201222,26,-5,A,America/New_York
Southeast Texas Rgnl,Beaumont,United States,BPT,KBPT,29.950833,-94.020694,15,-6,A,America/Chicago
Savannah Hilton Head Intl,Savannah,United States,SAV,KSAV,32.127583,-81.202139,51,-5,A,America/New_York
Hill Afb,Ogden,United States,HIF,KHIF,41.123939,-111.973039,4789,-7,A,America/Denver
Nome,Nome,United States,OME,PAOM,64.512203,-165.445247,37,-9,A,America/Anchorage
Scappoose Industrial Airpark,San Luis,United States,SPB,KSPB,45.771028,-122.861833,58,-8,A,America/Los_Angeles
St Petersburg Clearwater Intl,St. Petersburg,United States,PIE,KPIE,27.910167,-82.687389,10,-5,A,America/New_York
Menominee Marinette Twin Co,Macon,United States,MNM,KMNM,45.12665,-87.638443,625,-6,A,America/Chicago
Lone Star Executive,Conroe,United States,CXO,KCXO,30.351833,-95.414467,245,-6,A,America/Chicago
Deadhorse,Deadhorse,United States,SCC,PASC,70.19475,-148.465167,64,-9,A,America/Anchorage
San Antonio Intl,San Antonio,United States,SAT,KSAT,29.533694,-98.469778,809,-6,A,America/Chicago
Greater Rochester Intl,Rochester,United States,ROC,KROC,43.118866,-77.672389,559,-5,A,America/New_York
Patrick Afb,Coco Beach,United States,COF,KCOF,28.234922,-80.610125,8,-5,A,America/New_York
Teterboro,Teterboro,United States,TEB,KTEB,40.850103,-74.060837,9,-5,A,America/New_York
Ellsworth Afb,Rapid City,United States,RCA,KRCA,44.145042,-103.103567,3279,-7,A,America/Denver
Raleigh Durham Intl,Raleigh-durham,United States,RDU,KRDU,35.877639,-78.787472,435,-5,A,America/New_York
James M Cox Dayton Intl,Dayton,United States,DAY,KDAY,39.902375,-84.219375,1009,-5,A,America/New_York
Kenai Muni,Kenai,United States,ENA,PAEN,60.573111,-151.245,99,-9,A,America/Anchorage
Mc Alester Rgnl,Mcalester,United States,MLC,KMLC,34.882403,-95.783463,770,-6,A,America/Chicago
Niagara Falls Intl,Niagara Falls,United States,IAG,KIAG,43.107333,-78.946194,589,-5,A,America/New_York
Coulter Fld,Bryan,United States,CFD,KCFD,30.715694,-96.331361,367,-6,A,America/Chicago
Wright Aaf,Wright,United States,,KLHW,31.889097,-81.562333,45,-5,A,America/New_York
Newport News Williamsburg Intl,Newport News,United States,PHF,KPHF,37.131894,-76.492989,43,-5,A,America/New_York
Esler Rgnl,Alexandria,United States,ESF,KESF,31.394903,-92.295772,112,-6,A,America/Chicago
Altus Afb,Altus,United States,LTS,KLTS,34.667067,-99.266681,1382,-6,A,America/Chicago
Tucson Intl,Tucson,United States,TUS,KTUS,32.116083,-110.941028,2643,-7,N,America/Phoenix
Minot Afb,Minot,United States,MIB,KMIB,48.415572,-101.357661,1668,-6,A,America/Chicago
Beale Afb,Marysville,United States,BAB,KBAB,39.136089,-121.436567,113,-8,A,America/Los_Angeles
Greater Kankakee,Kankakee,United States,IKK,KIKK,41.071389,-87.846278,630,-6,A,America/Chicago
Seymour Johnson Afb,Goldsboro,United States,GSB,KGSB,35.339383,-77.960589,110,-5,A,America/New_York
Theodore Francis Green State,Providence,United States,PVD,KPVD,41.732581,-71.420383,55,-5,A,America/New_York
Salisbury Ocean City Wicomico Rgnl,Salisbury,United States,SBY,KSBY,38.340525,-75.510289,52,-5,A,America/New_York
Rancho Murieta,Rancho Murieta,United States,RIU,KRIU,38.486778,-121.102778,141,-8,A,America/Los_Angeles
Bob Hope,Burbank,United States,BUR,KBUR,34.200667,-118.358667,778,-8,A,America/Los_Angeles
Detroit Metro Wayne Co,Detroit,United States,DTW,KDTW,42.212444,-83.353389,645,-5,A,America/New_York
Tampa Intl,Tampa,United States,TPA,KTPA,27.975472,-82.53325,26,-5,A,America/New_York
Pembina Muni,Pembina,United States,PMB,KPMB,48.942501,-97.240833,795,-6,A,America/Chicago
Polk Aaf,Fort Polk,United States,POE,KPOE,31.044833,-93.191667,330,-6,A,America/Chicago
Eielson Afb,Fairbanks,United States,EIL,PAEI,64.665667,-147.1015,548,-9,A,America/Anchorage
Chisholm Hibbing,Hibbing,United States,HIB,KHIB,47.3866,-92.838994,1353,-6,A,America/Chicago
Angelina Co,Lufkin,United States,LFK,KLFK,31.234014,-94.75,296,-6,A,America/Chicago
Midland Intl,Midland,United States,MAF,KMAF,31.942528,-102.201914,2871,-6,A,America/Chicago
Austin Straubel Intl,Green Bay,United States,GRB,KGRB,44.485072,-88.129589,695,-6,A,America/Chicago
Ardmore Muni,Ardmore,United States,ADM,KADM,34.300833,-97.008889,762,-6,A,America/Chicago
Mc Guire Afb,Wrightstown,United States,WRI,KWRI,40.015556,-74.591667,131,-5,A,America/New_York
Cherry Point Mcas,Cherry Point,United States,NKT,KNKT,34.900872,-76.880733,29,-5,A,America/New_York
Emanuel Co,Santa Barbara,United States,SBO,KSBO,32.609139,-82.369944,327,-5,A,America/New_York
Augusta Rgnl At Bush Fld,Bush Field,United States,AGS,KAGS,33.369944,-81.9645,144,-5,A,America/New_York
Sloulin Fld Intl,Williston,United States,ISN,KISN,48.177939,-103.642347,1982,-6,A,America/Chicago
Adams Fld,Little Rock,United States,LIT,KLIT,34.729444,-92.224306,262,-6,A,America/Chicago
Stewart Intl,Newburgh,United States,SWF,KSWF,41.504094,-74.104839,491,-5,A,America/New_York
Baudette Intl,Baudette,United States,BDE,KBDE,48.728444,-94.612222,1086,-6,A,America/Chicago
Sacramento Executive,Sacramento,United States,SAC,KSAC,38.512524,-121.49347,24,-8,A,America/Los_Angeles
Homer,Homer,United States,HOM,PAHO,59.645556,-151.476583,84,-9,A,America/Anchorage
Waynesville Rgnl Arpt At Forney Fld,Fort Leonardwood,United States,TBN,KTBN,37.741631,-92.140736,1159,-6,A,America/Chicago
Dobbins Arb,Marietta,United States,MGE,KMGE,33.915382,-84.516319,1068,-5,A,America/New_York
Fairchild Afb,Spokane,United States,SKA,KSKA,47.615058,-117.655772,2461,-8,A,America/Los_Angeles
Roscommon Co,Houghton Lake,United States,HTL,KHTL,44.359806,-84.671112,1150,-5,A,America/New_York
Tyndall Afb,Panama City,United States,PAM,KPAM,30.069567,-85.575417,17,-6,A,America/Chicago
Dallas Fort Worth Intl,Dallas-Fort Worth,United States,DFW,KDFW,32.896828,-97.037997,607,-6,A,America/Chicago
Melbourne Intl,Melbourne,United States,MLB,KMLB,28.102753,-80.645258,33,-5,A,America/New_York
Mc Chord Afb,Tacoma,United States,TCM,KTCM,47.137678,-122.476475,322,-8,A,America/Los_Angeles
Austin Bergstrom Intl,Austin,United States,AUS,KAUS,30.194528,-97.669889,542,-6,A,America/Chicago
Rickenbacker Intl,Columbus,United States,LCK,KLCK,39.813786,-82.927822,744,-5,A,America/New_York
Sawyer Intl,Gwinn,United States,,KSAW,46.353625,-87.395353,1221,-5,A,America/New_York
Mc Ghee Tyson,Knoxville,United States,TYS,KTYS,35.810972,-83.994028,981,-5,A,America/New_York
Hood Aaf,Fort Hood,United States,HLR,KHLR,31.138731,-97.714469,924,-6,A,America/Chicago
Lambert St Louis Intl,St. Louis,United States,STL,KSTL,38.748697,-90.370028,618,-6,A,America/Chicago
Millville Muni,Millville,United States,MIV,KMIV,39.367806,-75.072222,85,-5,A,America/New_York
Sheppard Afb Wichita Falls Muni,Wichita Falls,United States,SPS,KSPS,33.988797,-98.491894,1019,-6,A,America/Chicago
Cincinnati Muni Lunken Fld,Cincinnati,United States,LUK,KLUK,39.103333,-84.418611,483,-5,A,America/New_York
Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
